Name,Country,Type,Style,Grape,Fullness,Long Description,Price,Awards,ABV,Volume,ID,Year,Reason
Bastide St Antoine Rosé,France,Rose,,,DRY,"Bastide Saint Antoine Rosé hails from the coastal southeastern French area of Saint-Maximin which neighbours acclaimed Provence. It's only a stone's throw away - a true hidden gem! And, because it doesn't have 'Provence' on the label you can secure excellent rosé at fantastic prices. It's so good, in fact, there are only a handful of this parcel up for grabs! Grenache is the dominant grape in Bastide Saint Antoine Rosé - owing to a sense of body, fruit-forward character and bright freshness. The palate displays ripe red berry notes and gentle hints of spice. Witness guests' delight with this as your summer party apéritif or partner with a sprawling Mediterannean spread.",10.99,,12.5,75.0,580.0,,no grapes could be parsed
Château Margerots Bordeaux Supérieur,,Red,Big ,,LIGHT,"This superb ""Petit"" Chateau is an excellent example of just how good an entry level Claret can be. Combining modern and traditional winemaking techniques, this wine is elegant,and smooth with plenty of succulent ripe black fruit flavours.",10.99,,13.0,75.0,581.0,,no grapes could be parsed
Barolo 2013 Natale Verga,Italy,Red,Big ,,FULL,"Natale Verga is the fourth-generation owner of the Verga family estate which was founded in 1895. This wine comes from grapes sourced from an 11-hectare estate owned by the Gomba family, and has been matured for 24 months in French oak casks. An inviting garnet colour, this wine offers a blackberry bouquet, accented with persistent notes of rose petal and subtle wood smoke. A warming palate with undertones of spice and graphite. A classic match for osso bucco or other slow-cooked beef dishes.",22.99,IWC 2018 - Bronze Award,14.0,75.0,587.0,,no grapes could be parsed
Château Livran 2013,France,Red,Big ,,MEDIUM,"The 2009 Livran sold out in three hours. The 2010 took just an afternoon. And this 2013 certainly doesn't disappoint. With a heartier serving of Merlot than its predecessors, this boasts fine tannins that balance flavours of blackcurrant, mulberry and regal spices.",14.99,,13.0,75.0,588.0,,no grapes could be parsed
Duc de Belmont Côteaux Bourguignons 2018 Loron et Fils,France,Red,Fruity ,,LIGHT,"Côteaux Bourguignons is a modern appellation established in 2011, covering both red and white wines sourced anywhere in the 'Burgundy Hills' but falling outside of the classic appellations, from around Chablis in the north to Beaujolais in the south. A light-to-medium-bodied red wine, crammed with vivid flavours of ripe redcurrant, blackberry and raspberry, all framed by rounded tannins and gentle perfumed notes. Ideal foil for simple grilled meat dishes.",12.49,IWC 2017 - Bronze Award,13.0,75.0,589.0,,no grapes could be parsed
Croft LBV 2011 Port,Portugal,Dessert & Fortified,Port,,FULL,Croft LBV was developed to satisfy the demand for a high quality ready to drink alternative to vintage port for everyday consumption. Full bodied and bursting with ripe blackcurrant flavours.,15.99,,20.0,75.0,590.0,,no grapes could be parsed
"Star Mountain, Portugal",,Red,Big ,,MEDIUM,,8.99,,13.5,75.0,598.0,,no grapes could be parsed
Trebuchet Red 2018 Western Cape,South Africa,Red,Fruity ,,FULL,"This Bordeaux blend comes from the Gabb family's vineyards, and has been named to commemorate the installation of a working Shropshire-built trebuchet at the estate, to serve as a showpiece and as the centre of fundraising activities for local causes. Deep garnet-purple colour, offering flavours of ripe blackberries and plums, accompanied by earthy undertones. Firm tannins provide ample weight and structure, smoothed by gentle oak. Great with a flavoursome rib steak.",8.99,,14.0,75.0,599.0,,no grapes could be parsed
Marques Tertiaro Gran Reservado 2011,Spain,Red,Smooth ,,FULL,"This blend of Tempranillo and Grenache comes from Cariñena, which lies just south of Rioja. This fabulous wine provides wines of similar quality to its more famous neighbour at a fraction of the price. Now drinking at its peak this has loads of rich dark fruit with hints of spice and leather.",8.99,,13.5,75.0,600.0,,no grapes could be parsed
Chablis Grand Acacia J. Moreau & Fils,,White,Crisp ,,DRY,"Founded in 1814, J Moreau et fils make the most of the unique terroir in Chablis to produce elegant wines of balance and complexity. Delightfully fragrant lemony aroma; crisp and fresh with a smooth creamy finish - this could be described as Zingy Stardust! Great with lighter chicken dishes, although I've found this is perfect with a slap-up lunch of cheese, charcuterie and salad from the local deli.",19.99,,12.5,75.0,601.0,,no grapes could be parsed
"Purato 'Siccari' Appassimento 2018, Sicily",Italy,Red,Big ,,ITALY,"Found close to the Mediterranean, Puratos vineyards benefit from cooling sea breezes. The estates soil consists of red, sandy loam (terra rossa), the same soils that give the Nero Oro its complexity. Siccari has a rich and complex structure, with very soft berry fruit notes reminiscent of plum, dark cherry and blackcurrant. Incredibly characterful, it has layer upon layer of intense and diverse fruit flavours, hints of vanilla spice and a very long finish.",9.99,,13.5,,602.0,,no grapes could be parsed
"Château Malagar, 2010",France,Red,Big ,,LIGHT,,13.49,,13.0,75.0,605.0,,no grapes could be parsed
"Torresilo 2016 Cillar de Silos, Ribera del Duero",Spain,Red,Smooth ,,FULL,"Family run, Torresilo is a powerful old-vine Tempranillo from Ribera's finest vineyard plots, from cult producer Cillar de Silos. The superb 2011 vintage is renowned for huge power. Fantastically rich, ripe dark berries with damson plums with subtle notes of spice, nutmeg and mocha. Stunning balance and ripe tannins give a long, smooth, finish. A real gutsy wine that would love being paired with roast suckling pig, braised lamb shank or venison.",36.99,,14.5,75.0,606.0,,no grapes could be parsed
Rey Noble Graciano Navarra 2016,,Red,Smooth ,,MEDIUM,,11.99,,13.5,75.0,608.0,,no grapes could be parsed
Pecorino Terre di Chieti,,White,Crisp ,,DRY,Delicately fragrant this delightful Italian white displays floral scents with balsamic hits of sage followed by flavours of tropical fruits and a clean mineral finish.,9.99,,13.0,75.0,609.0,,no grapes could be parsed
Errazuriz Estate Series Carmenère 2016 Aconcagua Valley,Chile,Red,Big ,,MEDIUM,"Sourced from our vineyards in the Valle de Aconcagua. This region features a Mediterranean climate. From hand picked grapes, fermented in stainless steel and aged in French and American oak barrels. On the palate, this medium-bodied wine is structured by big, mouth-filling tannins. Spicy notes linger on the palate, with hints of dark chocolate and coffee, through the long, pleasant finish. Enjoy with a perfectly grilled rib eye steak.",9.99,"IWC 2018 - Commended Award, IWC 2017 - Commended Award",13.5,75.0,610.0,,no grapes could be parsed
Château La Sauvageonne Rosé 2018 Côteaux du Languedoc,France,Rose,,,OFF DRY,"La Sauvageonne is a legendary estate located in the north of Hérault. For a hot region it enjoys a unique micro-climate with remarkably cool nights, allowing slow grape ripening. A small proportion of this rosé has been barrel-aged for added texture and complexity. An involvingly aromatic rosé with a nose of redcurrant and blackcurrant fruit, subtle hints of violet and rose petal, and undertones of vanilla and gingerbread. Soft and velvety smooth mouth-feel. Serve lightly chilled with charcuterie, pâtés and other hors d'ouvres.",16.99,,14.0,75.0,611.0,,no grapes could be parsed
Far del Sud Garnacha Blanca 2017 DO Terra Alta,,Crisp White,,,"Thanks to the unique conditions of Terra Alta, the yields of grapes are low - meaning that the grapes that reach full ripeness are particularly lush in flavour. Each grape is hand-harvested to ensure that only the very best are selected. Later in Far del Sud's process, it's aged on lees to imbue the wine with a charming hint of creaminess. A joyful palate of green apple, ripe pear and citrus with a revitalising undertone of fresh herbs delivered through a textured mouthfeel. Partner with soft, creamy cheeses and lightly-spiced white fish dishes for optimal dining enjoyment.",10.99,8.99,,14.0,,613.0,,no grapes could be parsed
Logeril Gris de Garille Rosé,,Rose,,,DRY,"Vibrant and lively, with distinctly stylish minerality. Red berry flavours dominate the palate followed by hints of aniseed. Fresh acidity results in a crisp, crunchy and zesty delicate finish.",10.99,,13.0,75.0,614.0,,no grapes could be parsed
De Bortoli 1628 Durif,,Red,Big ,,MEDIUM,"Lashings of blackberry and plum pulse through a backbone of chocolate, vanilla and a hint of spice. Well-integrated tannins frame a palate that builds flavour with every sip. Lashings of blackberry and plum pulse through a backbone of chocolate, vanilla and a hint of spice. Well-integrated tannins frame a palate that builds flavour with every sip. This is a fantastic barbecue wine, and can also be enjoyed with any casseroles or stews.",10.99,,14.5,75.0,617.0,,no grapes could be parsed
Kuhlmann-Platz Pinot Blanc 2018 Cave de Hunawihr,France,White,Rich ,,OFF DRY,"Cave Vinicole de Hunawihr was the first cooperative in Alsace and the third in France as a whole. The winery was built in the 1950s by the founding vignerons, who tended their vines by day and worked on the building by night, creating a winery that is still in use today. One of the more delicate expressions of Alsatian winemaking, this Pinot Blanc is a restrained and subtle mix of apricot and yellow plum fruit, with a hint of citrus and floral notes. Will bring to life all simple poultry and fresh fish dishes.",11.99,,13.0,75.0,620.0,,no grapes could be parsed
Domaine Reverdon Brouilly 2018,France,Red,Fruity ,,LIGHT,"The grapes grown on the granite slopes of Mont Brouilly produce well rounded and fruity wines that are tend to be more structured and tannic than their neighbours and often have more complex earthy and mineral notes. This light bodied red has vibrant flavours of strawberry, cherry and redcurrant. It is soft and rounded with a delicate, fresh finish. This is the perfect match for charcuterie.",13.99,,13.0,75.0,622.0,,no grapes could be parsed
Jacques Rouzé Chateaumeillant 2016,,Red,Fruity ,,LIGHT,"Raspberry, redcurrant and red cherry characters form the backbone of this wine, while hints of pepper and graphite add a touch of savoury complexity.",15.99,,13.5,75.0,623.0,,no grapes could be parsed
Blue Blanc Thau Piquepoul Blend,,Fruity White,,,"The grapes squeezed to craft this Picpoul blend are surrounded by the cooling Thau lagoon. They soak in sun over a luxuriously long ripening period, filling plump with juice. Punchy tropical-fruit flavours combine with a crisp minerality and a scattering of herbs. It's a lip-smackingly refreshing white.",9.99,7.99,,12.5,,626.0,,no grapes could be parsed
Definition Côtes Du Rhône Magnum 2017,France,Red,Smooth ,,FULL,"The Definition range captures the quintessential qualities of the world's greatest wine styles. The delicious Rhône-blend trio - Grenache, Syrah, Mourvèdre - crafts reds with no-holds-barred levels of taste. But it takes a delight to stand out from the crowd. This is created by a name that echoes around the Valley. It emits countless notes of bramble, garrigue herbs and a hint of pepper.",19.99,,13.5,150.0,631.0,,no grapes could be parsed
Domaine de Saint-Guirons Pauillac,France,Red,Big ,,LIGHT,"Domaine de Saint-Guirons belongs to Francois-Xavier Borie, proprietor of Château Grand-Puy Lacoste. Classified as a 5th growth, Château Grand-Puy Lacoste is widely recognized as one of the greatest wines of Pauillac. The grapes for Domaine Saint-Guirons are a selection from the Puy Lacoste estate; and this is an special bottling that enjoys the same pedigree of fruit, exposition, and meticulous winemaking that goes into the production of Château Grand-Puy Lacoste and Lacoste-Borie.",29.99,,13.0,75.0,632.0,,no grapes could be parsed
Main Divide Pinot Gris,,White,Sweet ,,OFF DRY,"On the nose there are pronounced aromas of stone fruit, lychees and pear drops, underpinned with honeysuckle and tropical spices. It is full-bodied, concentrated and unctuous in the mouth with a tangy hint of root ginger. The earlier picked fruit adds freshness and satisfying acidity, while the noble botrytis and lees ageing have increased the mouth feel and complexity of this wine.",14.99,,14.0,75.0,633.0,,no grapes could be parsed
"Mâcon Vinzelles 2018, Château de Loche",,White,Rich ,,DRY,"Château de Loche is one of the oldest and largest wineries in the Mâcon-Vinzelles. It was built in the eighteenth century and has been a bustling hub of traditional viticulture ever since. In keeping with its history, this wine has been aged on fine lees to encourage complexity and texture. Château de Loche 2016 renders an impeccable balance between luscious texture and fresh finish. With classic aromas of peach, citrus and white flowers, it's a shining example of the beauty behind white Burgundy. Partner with white fish dishes or goats cheese tartlets for a truly satisfying gastronomical endeavour.",14.99,,12.5,75.0,634.0,,no grapes could be parsed
"Tasca ""Regaleali"" Bianco Di Sicilia 2017",Italy,White,Crisp ,,DRY,"Made from local grape varieties on an estate owned by the noble Tasca family since the 1830s. Delicate but not bland, fruit flavours of apple, peach and pink grapefruit are to the fore of the crisp and refreshing wine. Best with shellfish, fish or vegetarian dishes.",11.99,,12.0,75.0,637.0,,no grapes could be parsed
Vigneto du Lot Soave Classico 2016 Inama,Italy,White,Crisp ,,DRY,"Grown in the Veneto commune of Verona, Northeastern Italy, around the city of Verona. 'Classico' is made from grapes grown in the original areas and zones where Soave was initially planted. Inama's vineyards lie on basalt-rich soils in the heart of the Classico region. The cornucopia of wild camomile, elderflower and iris and perfumed herbs with subtle vanilla. Rich, almost sweet fruit abounds on the palate, tempered and complemented by minerality and vibrant acidity. Fantastic drinking now, but will develop over the next four years. A perfect apéritif now, the wine will match soft cheese.",27.0,,12.5,75.0,639.0,,no grapes could be parsed
Rully Blanc En Rosey 2016 Maison Chanzy,France,White,Rich ,,DRY,"Maison Chanzy own top quality vineyard sites all over Burgundy including Grand Crus. This wine may be from a less illustrious village than Chassagne or Puligny but it is made with the same care and attention resulting in a faboulously decadent and delicious wine. Pale gold with pronounced aromas of greengage and pear. The palate is richer with ripe apple, lemon and a slight note of toast yet retains a delightful freshness in a long persistent finish. Perfect with chicken or meatier fish.",17.99,,13.0,75.0,642.0,,no grapes could be parsed
"Roero Rosso 'Oesio' DOCG 2015, Enrico Serafino",,Big Red,,,"What sets this Nebbiolo apart from other wines in the region, and even wines from nearby Barolo and Barbaresco, is the 'Oesio' vineyard, where 100% of its grapes are grown. Widely regarded as one of the best locations in the region, its steep slopes and sandy soils create a highly aromatic style of Nebbiolo that beats even Barolo for fragrance. Add in 18 months in oak, and you have truly stand-out red. There's no need to leave this in the cellar for ten years - it's already a vivid and elegant Nebbiolo. Expect pronounced wild strawberry, violet, currant and black pepper notes, a precise structure and refined tannins.",29.99,22.48,,14.5,,647.0,,no grapes could be parsed
Elara Sauvignon Gris Waimea Estate 2018,New Zealand,White,Fruity ,,DRY,Waimea have a small experimental planting of Sauvignon Gris and they offered us this incredible wine that has won awards for every vintage. Production is so small that only a few hundred cases have ever been sold and this is the first time it has been seen outside of New Zealand.,11.99,,13.5,75.0,649.0,,no grapes could be parsed
Solar Viejo Crianza,,Red,Big ,,LIGHT,"Rich in aromas from ageing in oak barrels, such as vanilla, smoky notes, cocoa and spices, which after slight swirling come together with intense notes of fruit compote, bringing a certain pleasant sweetness.",24.99,,13.5,150.0,651.0,,no grapes could be parsed
Poste Restante Organic Rosé,,Rose,,,DRY,"Lighter and more elegant than many Spanish rosés this displays a a pale strawberry colour, with intense and fresh berry flavours over subtle floral notes.",9.99,,12.5,75.0,653.0,,no grapes could be parsed
Work Of Time Bordeaux Blend 2012,,Red,Big ,,MEDIUM,,24.99,,14.5,75.0,658.0,,no grapes could be parsed
Nero Oro Appassimento Magnum,,Red,Big ,,MEDIUM,,19.99,,14.0,150.0,661.0,,no grapes could be parsed
Morande Reserva One to One Pais 2016,Chile,Red,Fruity ,,LIGHT,"The Pais grape was brought to Mexico by Hernán Cortes and from there spread throughout the Americas. The variety, once the most planted in Chile and used for table wine, is now enjoying a renaissance as quality driven producers are making light, fresh fruity red wines. Reminiscent of good Beaujolais this wine is light and fruity with red cherry and raspberry flavours followed by an earthy and spicy finish. This will be delicious with charcuterie and ripe cheese.",9.99,,13.0,75.0,664.0,,no grapes could be parsed
Monsant El Brindis 2016,Spain,Red,Smooth ,,MEDIUM,"El Brindis is produced in Montsant, neighbouring the DOQ Priorat. Their is objective is to preserve the voluptous texture, the luscious fruit of Montsant and yet to capture the vibrancy of our old vines and elevated vineyard.",11.99,,14.0,75.0,665.0,,no grapes could be parsed
Diego de Almagro Gran Reserva,,Red,Smooth ,,MEDIUM,"Seductively mellow, the Diego de Almagro has excellent length. Subtle notes of leather, cocoa and vanilla meet rich mature fruit reminscent of cranberry and raspberry. You'll only find such wondrous complexity with age.",11.99,,13.0,75.0,666.0,,no grapes could be parsed
Domaines Ott Château Romassan Rosé 2018 Bandol,France,Rose,,,DRY,"Bandol makes some of the most serious wines of Provence, and this is the case for rosé as well as red. Founded in 1896, Domaines Ott uses hand-picking, careful sorting and delicate pressing to make the superb Château Romassan Rosé. An extremely subtle, balanced and complex rosé showing fresh berry aromas and hints of spice. Serve at 10-12°C, as an aperitif, with sweetbreads or Asian cuisine.",35.0,,13.5,75.0,668.0,,no grapes could be parsed
Gewürztraminer 'Les Princes Abbés' 2016 Domaines Schlumberger,France,White,Fruity ,,OFF DRY,"Domaines Schlumberger make their wines using only estate-grown fruit, from vineyards located on the breathtaking slopes of southern Alsace, many having up to 50º elevation. Of their 140ha of vineyards, 70ha are recognised as grand cru sites. An intense nose of rose petals, oriental spice and tropical fruit. Gently off-dry, with a round and mellow texture, balanced by a burst of acidity and a peppery note on the finish. Wonderfully food-friendly, especially when paired with mildly spiced Thai or Indonesian dishes, or with pungent cheeses.",16.99,,13.5,75.0,675.0,,no grapes could be parsed
Les Ormes Sorbet,,Red,Fruity ,,LIGHT,"The wines develop aromas of red fruit accompanied by toasty, spicy notes. Rounded, full-bodied and balanced, they have a wonderful richness. Their tannins are refined, harmonious, and very elegant.",19.99,,12.5,75.0,676.0,,no grapes could be parsed
Hunawihr Pinot Gris 2017,France,White,Crisp ,,OFF DRY,"The nose is frank and well open with white flowers and pear aromas. The mouth is full and very rich, with a deep sweetness well balanced by the natural acidity. We can feel the same elegant aromas as for the nose, with a hint of fresh butter. The aftertaste is long and smooth, with truffle flavours.",11.99,,12.0,75.0,677.0,,no grapes could be parsed
Rey Noble Garnacha,,Red,Smooth ,,MEDIUM,"Rarely does a wine cause quite such excitement in the Majestic tasting room as the Rey Noble. A delicious marriage of raspberry and ripe cherry aroma and pure fruit, mineral and earthy flavours",10.99,,13.5,75.0,679.0,,no grapes could be parsed
AIX Rosé 2018 Coteaux d'Aix en Provence Magnum,France,Rose,,,DRY,"Aix-en-Provence is where you'll find France's finest, and the world's most sought-after, rosé. With Wine Enthusiast praising it as ""packed with fruitiness as well as great freshness"", this is ahead of the Provençal pack, to say the least. You're in for vibrant notes of red fruits, watermelon and white flowers.",28.99,"IWC 2019 - Silver Award, IWC 2018 - Commended Award",13.0,150.0,680.0,,no grapes could be parsed
Saluti Rosso,,Red,Fruity ,,LIGHT,This 70% Sangiovese red is light and fruity with pleasing cherry and redcurrant flavours balanced acidity and a soft texture,6.99,,12.0,75.0,682.0,,no grapes could be parsed
Majestic Loves Sauvignon Magnum,New Zealand,White,Fruity ,,DRY,This magnum Sauvignon is fantastic for garden parties and barbeques. Vibrant aromatic fruit flavours that are typical to the Sauvignon grape. When grown in the New Zealand maritime climate this wine flourishes giving off a pale green straw colour with juicy citrus flavours and a long smooth finish with just enough acidity.,15.99,,12.0,150.0,683.0,,no grapes could be parsed
Domaine Martin Bourgogne Blanc,,White,Rich ,,DRY,"Floral and elegant with delicate flavours of peach and apple flowing on to a creamy, perfumed finish",14.99,,13.0,75.0,684.0,,no grapes could be parsed
Guigal St Joseph,,Red,Smooth ,,MEDIUM,"Guigal Saint Joseph Blanc is a French white wine made Saint Joseph Appellation d'Origine Contrôlée (AOC) in the northern Rhône wine region of France. Although Saint Joseph is primarily a red wine appellation making wines from the Syrah grape, there is a small amount of white wine made and up to 10% white grapes (Roussanne or Marsanne) can go into the red wine blends",25.99,,13.5,75.0,685.0,,no grapes could be parsed
Anna's Way Pinot Gris,,White,Fruity ,,DRY,"Louis Vavasour's Anna's Way is an award-winning collection of low-yield, premium wines. This Pinot Gris hails from the world famous Marlborough region where the sun-soaked days pack grapes full of intense flavour. It's aged on lees to deepen the complexity of the flavours and introduce a lush softness to the wine.",12.99,,13.5,75.0,686.0,,no grapes could be parsed
Marsala Fine Curatolo Arini,Italy,Dessert & Fortified,,,MEDIUM,"Light wines from local grapes Grillo, Inzolia and Cataratto are fortified with white grape spirits in the traditional way. The Marsala Fine is dry in style and has all the characteristics of good Marsala with notes of toasted almonds, citrus and caramel.",14.99,,17.0,75.0,687.0,,no grapes could be parsed
Vieux Remparts Lussac St Emilion Magnum 2016,,Red,Big ,,MEDIUM,"Lussac is one of five villages to the northeast of St-Emilion with the right to add that name to their own. Lussac makes excellent 'satellite' wines, slightly more rustic than its big brother, but rounded and with great charm. This is a rich, full bodied wine showing great concentration of flavour. With juicy black fruit on the nose and palate backed up by a smoky sandalwood character. This will make a great accompaniment to hearty meat dishes and strong cheeses.",23.99,,13.0,150.0,688.0,,no grapes could be parsed
Etna Rosso Torre Mora 'Cauru',,Red,,,MEDIUM,Fragrant and elegant this display delightful red berry flavours and notes of mountain herbs. A medium body with refreshing acidity make this a great food friendly wine.,17.99,,14.0,75.0,692.0,,no grapes could be parsed
"Château Valade Fronsac, 2010",France,Red,Big ,,LIGHT,,16.99,,14.5,75.0,695.0,,no grapes could be parsed
Esprit des Nautes IGP 2018,France,Rose,,,DRY,"Provence is hot on the lips of rosé lovers, but its popularity has meant prices are on the rise. For gentle, pale salmon tipples it can pay to look further afield. Espirit des Nautes is a fantastic example of this. Its vines are nestled between the Mediterranean and the mountains. This cuvée is remarkably well-balanced, characterised by a long-lasting aromatic finish with elegance and freshness.",9.99,,12.0,75.0,696.0,,no grapes could be parsed
"Soave Cadis, Italy",,White,Crisp ,,DRY,"Nice Italian Soave with notes of peach, honeydew melon, marjoram with just a hint is saline. Smooth more oily than creamy finis",9.99,,12.0,75.0,699.0,,no grapes could be parsed
Chablis Elodie Duprés 2016,France,White,Crisp ,,DRY,"Chablis is often hit by hail storms and frost. So it's increasingly hard to find the prestigious region's deliciously dry produce at a pocket-friendly sum. But the Chablis Elodie Duprés is a steal. It's crisp, elegant and pumping with refined flavours of luscious apple and citrus fruit.",16.99,,13.0,75.0,701.0,,no grapes could be parsed
"Dehesa Gago, Tinta de Toro 2016",,Red,Smooth ,,MEDIUM,"Described as one of Spain's most talented winemaker's by Wine Advocate's Neal Martin, Telmo Rodriguez has bulit a career upon reviving forgotten Spanish vineyards and grapes. seizing upon an ancient plot of Tempranillo bush-vines in little known Toro, he elevated this once-forgotten region to one Spain's most admired. The Toro region is enjoying a resurgence in popularity due to its low density old vines that produce wines that are simply great value for money. This example has plenty of dark plum and blackberry flavours with a soft rounded structure.",13.99,,14.0,75.0,703.0,,no grapes could be parsed
Essensia Orange Muscat 2016 Andrew Quady Half Bottle,USA,Dessert & Fortified,,,SWEET,"Outrageously rich and delicious with a vibrant peachy, orangey bouquet. Try it with the most wicked chocolate pud you can find! With an aroma reminiscent of orange blossom and apricots. The palate is rich and sweet, with vibrant peachy and orangey fruit. Ends with a lingering, refreshing aftertaste. Very good with almost any dessert, but particularly those with chocolate, orange or apricots.",13.99,"IWC 2018 - Bronze Award, IWC 2017 - Bronze Award",15.0,37.5,704.0,,no grapes could be parsed
Dolcetto D'Ovado Gusti,,Red,Big ,,LIGHT,"In contrast to Piedmont's robust, tannic wines it is soft and light-bodied, allowing punchy notes of dark cherry, raspberry, liquorice and a long, hedonistic finish to reign supreme.",12.99,,13.5,75.0,709.0,,no grapes could be parsed
Ch Damase 2009,France,Red,Big ,,LIGHT,"Lots of red fruit and plum skin, a bit of gamey brett action in an attractive rather than dirty sense, and nice softness. Good daily drinker and typical of what cheap Bdx should taste like.",11.99,,13.5,75.0,710.0,,no grapes could be parsed
VIA CUPOLA PINOT GRIGIO*,Hungary,White,Crisp ,,HUNGARY,,9.99,,11.0,,714.0,,no grapes could be parsed
Finca El Cuento Blanco 2018,,White,Crisp ,,DRY,"From family-owned Bodegas Muriel - founded in 1926 with a continued commitment to showcasing Spanish wine. Serve chilled and explore its refreshing fruit-forward flavour, floral character and crisp acidity.",7.99,,12.5,75.0,715.0,,no grapes could be parsed
"Aglianico Terre di Orazio, 2015",Italy,Red,Big ,,FULL,"Well structured and elegant with an intense bouquet of redcurrants and violet. The fully flavoured palate has notes of dark cherry, redcurrant and plum with a long dry finish Aromas of cassis and spice carry through with red and black berry fruits on the palate with scrumptious finish and voluptuous tannins Kick back with a mature cheese board or red meats.",11.99,,14.0,75.0,716.0,,no grapes could be parsed
Inama Carminium 2015,,Red,Big ,,MEDIUM,"On the nose, there are inviting notes of wild red berries, black pepper and sweet spices, while the palate offers hints of red cherries, coffee beans and gentle herbal notes.",25.0,,13.5,75.0,718.0,,no grapes could be parsed
"Lez Arts Magnum, Luberon 2017",France,Rose,,,DRY,"Luberon is part of Provence that is further inland, just before you get to the mountains. As such it is really easy to make wine here as the vineyards are well irrigated by the clouds coming in off the coast that break before they reach the mountains. If you're having a party this bottle makes a statement both in size and style. It epitomizes the care-free, elegant Provence with it's light fruitiness and dry-crisp finish. It's a glugger that's for sure Salad Nicoise, olives, tapenade, breadsticks and hummus, or just a good night with friends are all perfect with this generous wine.",24.99,,13.0,150.0,719.0,,no grapes could be parsed
Miraval Rosé 2018 Côtes de Provence Magnum,France,Rose,,,DRY,"The 17th-century Miraval estate is located in the Var region of Provence, and was bought by Brad Pitt and Angelina Jolie in 2009 and extensively renovated. With winemaking expertise from Perrin, the first modern vintage was released in 2012, and was met with wide acclaim. A beautifully pale pink colour, with a nose of wild strawberry and stone fruit, with delicate floral touches. Great palate texture, with soft tangerine and peach notes joining layers of berry fruit. Enjoy on its own or with fine seafood.",40.99,,13.0,150.0,721.0,,no grapes could be parsed
Orin Swift Palermo 2016,USA,Red,Big ,,MEDIUM,Unashamedly powerful and fruity this is resplendent with cherry and raspberry flavours followed buy notes of sweet spice and star anise.,44.99,,15.5,75.0,722.0,,no grapes could be parsed
Pazo Tizon Ribiero 2018,,White,Crisp ,,OFF DRY,"If you love Spanish white such as Godello or Albarino this cracking wine is for you. Richly perfumed with flavours of citrus, apricot and almond this is a rare and delicious treat.",15.99,,13.5,75.0,728.0,,no grapes could be parsed
Viré-Clessé Vieilles Vignes 2017/18 Christophe Cordier,France,White,Rich ,,DRY,"Cordier's Viré-Clessé is made from 40-year-old vines from village of Viré, with grapes bought in from a mixture of winegrowers, some of which practise biodynamic viticulture. Using 300lt barrels, 10% of which are new, the lees are also stirred for added body. Elegant yet opulent, this wine combines fresh fruit on the palate with a minerally core, with added dimension provide by a slight toastiness. Langoustines, lobster and prawn dishes will match well with this wine, as will most fowl recipes.",16.99,,13.5,75.0,729.0,,no grapes could be parsed
Au Bon Climat Hildegard 2016 Santa Maria Valley,USA,White,Rich ,,DRY,"A blend of Pinot Gris and Pinot Blanc with a small amount of Aligoté, this is an unusual and complex wine, inspired by oft-forgotten white varieties of Burgundy. Aromas of apple, almond, and freshly baked cake notes from time in French oak. A generous and open texture and superb balance all the way to the creamy finish.",40.0,,13.5,75.0,730.0,,no grapes could be parsed
Sassaiolo Rosso Piceno 2014 Monte Schiavo,Italy,Red,Big ,,MEDIUM,"Rosso Piceno DOC is part of the region of Marches, just north of Rome on the east coast of Italy. Wines from this region were already known in Roman times and Hannibal reportedly used it to rub down his cavalry horses on his march to Rome, to give them new vigour. A wine offering the elegance of Sangiovese combined with the charming ripe fruit of the Montepulciano. Smooth and rich on the palate with a long, balanced finish. Absolutely an all-rounder, this goes particularly well with rich pasta dishes.",9.99,,13.5,75.0,732.0,,no grapes could be parsed
Sunday Funday White Blend 2016,,White,Rich ,,DRY,"Forget oaked Chardonnay. The juice spends time in stainless steel. This practice ensures it's a pristine, refreshing white with a velvet-laden mouthfeel. Unoaked Chardonnay allows zesty flavours to dominate. Sauvignon Blanc adds punchy green-apple and citrus notes. The winery then adopts a top-secret technique to bring the wine to life. California dreaming may seem far away - but this will bring a spot of the Golden State to your table with each sip! It's their ethos. So the winery looked to bring laid-back fun and care-free times to your glass. So, naturally, this is a livewire white bursting with notes of tropical fruit, lemon and gooseberry.",14.99,,12.5,75.0,735.0,,no grapes could be parsed
Clos de Peyrassol 2016,France,Rose,,,DRY,Created in 2009 this wine is made from grapes selected from the very best plots in the Clos Peyrassol. It is only produced in the very best years and abounds with fresh flavours of redcurrant and strawberry.,31.99,,12.5,75.0,738.0,,no grapes could be parsed
Lay & Wheeler Cote d'Or Les Charmes 2016,France,White,Rich ,,DRY,"Selected by our sister company and fine wine specialist, Lay & Wheeler, from a renowned producer in Puligny Montrachet this posses great intensity and length with fine citrus and apple flavours with notes of vanilla and toasty oak.",47.99,,13.0,75.0,742.0,,no grapes could be parsed
Les Jardins d'Elais Côtes du Rhône Villages,France,Red,Big ,,MEDIUM,"Located near Avignon, at the heart of the Rhone Valley, the fortified stronghold of Bonpas, from the French ""Bon passage"", has watched over the safe crossing of the Durance River along the historic route that once linked Rome with Avignon. The estate marks the gateway to the southern Côtes-du-Rhône appellations and opens its gates to the discovery of the region terroirs. Its sophisticated, elegant wines embody the terroirs and varietals of this famous region through their power and fruitiness.",11.99,,13.5,75.0,743.0,,no grapes could be parsed
